farm_code,region,date,elevation_m,order,family,tribe,genus,species,codsp,common_name,abundance
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,1
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",2
122,Turrialba,NA,826,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Melipona,costaricensis,MELCOS,"Jicote barcino, ocular",1
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Partamona,musarum,PARMUS,Unknown,2
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,1
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",3
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",4
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",2
123,Turrialba,NA,920,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
124,Turrialba,NA,900,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",2
124,Turrialba,NA,900,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
124,Turrialba,NA,900,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,1
124,Turrialba,NA,900,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",3
124,Turrialba,NA,900,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",8
124,Turrialba,NA,900,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",3
124,Turrialba,NA,900,Hymenoptera,Halictidae,Halictini,Halictus,unknown,HALSPP,Unknown,1
125,Turrialba,NA,1110,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
125,Turrialba,NA,1110,Hymenoptera,Apidae,Bombini,Bombus,melaleucus,BOMMEL,Chiquizá,1
125,Turrialba,NA,1110,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
125,Turrialba,NA,1110,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
125,Turrialba,NA,1110,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",4
125,Turrialba,NA,1110,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
126,Turrialba,NA,673,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",2
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",3
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Partamona,musarum,PARMUS,Unknown,7
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Plebeia,unknown,PLESPP,Chupa ojos,1
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,2
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,2
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",5
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",6
126,Turrialba,NA,673,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
127,Turrialba,NA,842,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
127,Turrialba,NA,842,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,2
127,Turrialba,NA,842,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",4
127,Turrialba,NA,842,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
128,Turrialba,NA,875,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",1
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,1
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,1
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Tetragona,ziegleri,TETZIE,"Mariolón, miel de leche, baba de buey",2
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",3
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Trigona,ferricauda,TRIFER,Unknown,1
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Trigona,fuscipennis,TRIFUS,"Atarrá, enredapelos",5
128,Turrialba,NA,875,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",2
129,Turrialba,NA,932,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
129,Turrialba,NA,932,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",3
129,Turrialba,NA,932,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,1
129,Turrialba,NA,932,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",5
129,Turrialba,NA,932,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",6
129,Turrialba,NA,932,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",2
129,Turrialba,NA,932,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,1
129,Turrialba,NA,932,Hymenoptera,Apidae,Tapinotaspidini,Unknown,unknown,APISPP,Unknown,2
130,Turrialba,NA,993,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",2
130,Turrialba,NA,993,Hymenoptera,Apidae,Bombini,Bombus,melaleucus,BOMMEL,Chiquizá,1
130,Turrialba,NA,993,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
130,Turrialba,NA,993,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2
130,Turrialba,NA,993,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
130,Turrialba,NA,993,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",3
131,Turrialba,NA,845,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",2
131,Turrialba,NA,845,Hymenoptera,Apidae,Meliponini,Partamona,musarum,PARMUS,Unknown,5
131,Turrialba,NA,845,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",5
131,Turrialba,NA,845,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",5
131,Turrialba,NA,845,Hymenoptera,Apidae,Meliponini,Trigona,ferricauda,TRIFER,Unknown,1
131,Turrialba,NA,845,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",3
131,Turrialba,NA,845,Hymenoptera,Halictidae,Halictini,Unknown,unknown,HLCSPP,Unknown,1
132,Turrialba,NA,889,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
132,Turrialba,NA,889,Hymenoptera,Apidae,Meliponini,Trigona,fuscipennis,TRIFUS,"Atarrá, enredapelos",1
132,Turrialba,NA,889,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
132,Turrialba,NA,889,Hymenoptera,Apidae,Tapinotaspidini,Unknown,unknown,APISPP,Unknown,1
133,Turrialba,NA,849,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",2
133,Turrialba,NA,849,Hymenoptera,Apidae,Meliponini,Partamona,musarum,PARMUS,Unknown,1
133,Turrialba,NA,849,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,2
133,Turrialba,NA,849,Hymenoptera,Apidae,Meliponini,Tetragona,ziegleri,TETZIE,"Mariolón, miel de leche, baba de buey",1
133,Turrialba,NA,849,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",8
133,Turrialba,NA,849,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
133,Turrialba,NA,849,Hymenoptera,Apidae,Meliponini,Trigona,fuscipennis,TRIFUS,"Atarrá, enredapelos",1
133,Turrialba,NA,849,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",3
133,Turrialba,NA,849,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
133,Turrialba,NA,849,Hymenoptera,Halictidae,Halictini,Agapostemon,unknown,AGASPP,Unknown,1
133,Turrialba,NA,849,Hymenoptera,Halictidae,Halictini,Ptilocleptis,unknown,PTISPP,Unknown,1
134,Turrialba,NA,955,Hymenoptera,Apidae,Euglossini,Euglossa,dissimula,EUGDIS,Abeja de las orquídeas,1
134,Turrialba,NA,955,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
134,Turrialba,NA,955,Hymenoptera,Apidae,Meliponini,Plebeia,jatiformis,PLEJAT,"Chupa ojos, mariola sin piquera",1
134,Turrialba,NA,955,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
134,Turrialba,NA,955,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",1
135,Turrialba,NA,1063,Hymenoptera,Apidae,Euglossini,Euglossa,unknown,EUGSPP,Abeja de las orquídeas,1
135,Turrialba,NA,1063,Hymenoptera,Apidae,Euglossini,Eulaema,cingulata,EULCIN,"Chiquizá, abeja de las orquídeas",1
135,Turrialba,NA,1063,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
135,Turrialba,NA,1063,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,1
135,Turrialba,NA,1063,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
136,Turrialba,NA,1042,Hymenoptera,Apidae,Bombini,Bombus,melaleucus,BOMMEL,Chiquizá,1
136,Turrialba,NA,1042,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
137,Turrialba,NA,737,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
137,Turrialba,NA,737,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",3
137,Turrialba,NA,737,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,1
137,Turrialba,NA,737,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,5
137,Turrialba,NA,737,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,1
137,Turrialba,NA,737,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",3
137,Turrialba,NA,737,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
137,Turrialba,NA,737,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",3
137,Turrialba,NA,737,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,1
138,Turrialba,NA,840,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
139,Turrialba,NA,1000,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
140,Turrialba,NA,948,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",1
140,Turrialba,NA,948,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
140,Turrialba,NA,948,Hymenoptera,Apidae,Meliponini,Scaptotrigona,pectoralis,SCAPEC,Soncuano,1
140,Turrialba,NA,948,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",5
140,Turrialba,NA,948,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",5
140,Turrialba,NA,948,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
140,Turrialba,NA,948,Hymenoptera,Apidae,Meliponini,Trigona,fuscipennis,TRIFUS,"Atarrá, enredapelos",1
140,Turrialba,NA,948,Hymenoptera,Apidae,Meliponini,Trigona,nigerrima,TRINIG,"Atarrá, enredapelos",2
140,Turrialba,NA,948,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
140,Turrialba,NA,948,Hymenoptera,Halictidae,Halictini,Unknown,unknown,HLCSPP,Unknown,1
141,Turrialba,NA,805,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
141,Turrialba,NA,805,Hymenoptera,Apidae,Meliponini,Cephalotrigona,zexmeniae,CEPZEX,"Tamagá, tamagá amarillo",1
141,Turrialba,NA,805,Hymenoptera,Apidae,Meliponini,Melipona,costaricensis,MELCOS,"Jicote barcino, ocular",1
141,Turrialba,NA,805,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",1
141,Turrialba,NA,805,Hymenoptera,Apidae,Meliponini,Partamona,musarum,PARMUS,Unknown,3
141,Turrialba,NA,805,Hymenoptera,Apidae,Meliponini,Plebeia,llorentei,PLELLO,Chupa ojos,1
141,Turrialba,NA,805,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
141,Turrialba,NA,805,Hymenoptera,Apidae,Meliponini,Tetragonisca,buchwaldi,TETBUC,Mariola negra,1
141,Turrialba,NA,805,Hymenoptera,Apidae,Meliponini,Trigona,fulviventris,TRIFUL,"Culo de buey, culo de señora",1
141,Turrialba,NA,805,Hymenoptera,Apidae,Meliponini,Trigona,silvestriana,TRISIL,"Atarrá, arragre",1
142,Turrialba,NA,727,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
142,Turrialba,NA,727,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",1
142,Turrialba,NA,727,Hymenoptera,Apidae,Meliponini,Plebeia,frontalis,PLEFRO,Chupa ojos,1
142,Turrialba,NA,727,Hymenoptera,Apidae,Meliponini,Scaura,argyrea,SCAARG,Mariola negra,2
142,Turrialba,NA,727,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",6
142,Turrialba,NA,727,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",2
142,Turrialba,NA,727,Hymenoptera,Apidae,Meliponini,Trigona,ferricauda,TRIFER,Unknown,2
142,Turrialba,NA,727,Hymenoptera,Apidae,Meliponini,Trigona,fuscipennis,TRIFUS,"Atarrá, enredapelos",1
142,Turrialba,NA,727,Hymenoptera,Apidae,Meliponini,Trigonisca,pipioli,TRIPIP,Chupa ojos,1
61,Valle Central,2021-04-06T00:00:00Z,1447,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",9
61,Valle Central,2021-04-06T00:00:00Z,1447,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,1
61,Valle Central,2021-04-06T00:00:00Z,1447,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
61,Valle Central,2021-04-06T00:00:00Z,1447,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",9
61,Valle Central,2021-04-06T00:00:00Z,1447,Hymenoptera,Apidae,Xylocopini,Xylocopa,unknown,XYLSPP,"Chiquizá, carpintera",1
62,Valle Central,2021-04-19T00:00:00Z,1205,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
62,Valle Central,2021-04-19T00:00:00Z,1205,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",9
62,Valle Central,2021-04-19T00:00:00Z,1205,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",12
62,Valle Central,2021-04-19T00:00:00Z,1205,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",34
63,Valle Central,2021-04-22T00:00:00Z,1274,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,2
64,Valle Central,2021-04-22T00:00:00Z,1283,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",1
64,Valle Central,2021-04-22T00:00:00Z,1283,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",2
65,Valle Central,2021-04-06T00:00:00Z,1238,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",7
65,Valle Central,2021-04-06T00:00:00Z,1238,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",5
65,Valle Central,2021-04-06T00:00:00Z,1238,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",21
65,Valle Central,2021-04-06T00:00:00Z,1238,Hymenoptera,Halictidae,Unknown,Unknown,unknown,HLCSPP,Unknown,1
66,Valle Central,2021-04-07T00:00:00Z,1532,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",16
66,Valle Central,2021-04-07T00:00:00Z,1532,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,2
66,Valle Central,2021-04-07T00:00:00Z,1532,Hymenoptera,Apidae,Meliponini,Nannotrigona,perilampoides,NANPER,"Chicopipe, conguita",1
66,Valle Central,2021-04-07T00:00:00Z,1532,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",2
66,Valle Central,2021-04-07T00:00:00Z,1532,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
66,Valle Central,2021-04-07T00:00:00Z,1532,Hymenoptera,Unknown,Unknown,Unknown,unknown,HYMSPP,Unknown,1
67,Valle Central,2021-04-07T00:00:00Z,1614,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",8
67,Valle Central,2021-04-07T00:00:00Z,1614,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
67,Valle Central,2021-04-07T00:00:00Z,1614,Hymenoptera,Apidae,Meliponini,Tetragonisca,angustula,TETANG,"Mariola, mariaseca, mariquita",1
67,Valle Central,2021-04-07T00:00:00Z,1614,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
68,Valle Central,2021-04-07T00:00:00Z,1613,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",12
68,Valle Central,2021-04-07T00:00:00Z,1613,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",7
68,Valle Central,2021-04-07T00:00:00Z,1613,Hymenoptera,Apidae,Xylocopini,Xylocopa,unknown,XYLSPP,"Chiquizá, carpintera",1
69,Valle Central,2021-04-21T00:00:00Z,1485,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",21
69,Valle Central,2021-04-21T00:00:00Z,1485,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,1
69,Valle Central,2021-04-21T00:00:00Z,1485,Hymenoptera,Apidae,Meliponini,Lestrimelitta,danuncia,LESDAN,"Limoncillo, jicote limón",1
70,Valle Central,2021-04-21T00:00:00Z,1534,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",20
70,Valle Central,2021-04-21T00:00:00Z,1534,Hymenoptera,Apidae,Meliponini,Geotrigona,lutzi,GEOLUT,Abeja de tierra,3
70,Valle Central,2021-04-21T00:00:00Z,1534,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",1
70,Valle Central,2021-04-21T00:00:00Z,1534,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
71,Valle Central,2021-04-19T00:00:00Z,1184,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",5
71,Valle Central,2021-04-19T00:00:00Z,1184,Hymenoptera,Apidae,Bombini,Bombus,ephippiatus,BOMEPH,Chiquizá,1
71,Valle Central,2021-04-19T00:00:00Z,1184,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",2
71,Valle Central,2021-04-19T00:00:00Z,1184,Hymenoptera,Apidae,Xylocopini,Xylocopa,unknown,XYLSPP,"Chiquizá, carpintera",1
72,Valle Central,2021-04-20T00:00:00Z,1168,Hymenoptera,Apidae,Apini,Apis,mellifera,APIMEL,"Abeja melifera, abeja de castilla",19
72,Valle Central,2021-04-20T00:00:00Z,1168,Hymenoptera,Apidae,Meliponini,Cephalotrigona,zexmeniae,CEPZEX,"Tamagá, tamagá amarillo",1
72,Valle Central,2021-04-20T00:00:00Z,1168,Hymenoptera,Apidae,Meliponini,Partamona,orizabaensis,PARORI,"Enreda pelo, atarrá de suelo",2
72,Valle Central,2021-04-20T00:00:00Z,1168,Hymenoptera,Apidae,Meliponini,Trigona,corvina,TRICOR,"Atarrá, arragre, enredapelos",1
